time,text,userid,danmu_sn
909,啦啦啦啦哩啦啦哩哩哩哩啦,gina980809,18910073
910,啦哩哩啦,Dorina93,18744518
914,啦啦啦啦啦哩啦,air650220,18741142
915,拉拉拉來了來了,dolphin128,19425550
919,啦哩啦啦啦哩哩哩拉,NorthRiver0,18734534
919,這世界已經沒救了,chung3524326,18743415
919,啦啦啦啦啦,pikachu01,18750275
920,啦啦啦啦啦啦啦,mingzi0917,18742714
922,啦VVVV啦,HONDASHE,18731111
923,拉拉拉拉拉拉拉拉,a56662aa,19202510
925,Lalalalalalalal,Densitydream,18819115
929,拉拉拉拉拉拉拉拉拉拉拉,Nick0313,19528717
931,啦啦啦啦哩啦 啦哩哩哩啦,ptts10905,18732578
932,拉哩拉哩哩哩拉,d800604,18731695
934,惡劣的種族主義,Qboyyaaa,19337206
937,拉哩哩拉,davidddd,19385686
938,啦啦啦啦啦啦啦啦啦,shenyufeng,18735024
944,拉哩哩哩拉,hhggggg1826,18747291
945,簽,eaadasd,18734507
945,金正恩,Tk63166,19020572
947,拉拉拉拉拉拉拉拉,leos11251125,18731461
950,拉拉里拉拉拉哩哩拉,Chen9188753,18773155
951,大家快起床啦啦啦啦,rs14123,18731039
951,拉哩哩哩啦,ljiaying0817,18745333
954,啦～哩啦 啦啦哩哩哩啦～,zxjames24,18749965
957,太爽啦!連看兩集耶 看了沒 冬X瓜X茶,heven2626,18737642
957,啦哩哩哩啦,jesse3912,18737756
959,拉西拉西拉西,gchauy945,18750339
960,我不口交,A3186,18741862
961,啦哩啦啦哩哩啦啦哩啦哩啦哩啦啦哩哩啦,sHoward,18754970
961,跳彈幕的都給我回來！！,charlie0722,18766099
962,爸爸對兩個兄弟都說一樣的?,chuck920628,18739702
962,啦啦啦啦啦啦啦,hsuan19,18743471
963,啦哩啦啦哩哩哩啦,hokywrjjq,18745584
964,拉SE 拉SE 拉滴滴滴拉!,ndsl619,18744381
965,這顏色也太屌⋯⋯,Yuyiiii107,18829738
969,來吸來吸,isawxpdso,18894002
970,拉斯尼～拉斯提,silverknief,18732359
970,啦哩啦哩啦莉莉啦,midori2409,18734108
970,希X勒萬歲卐,Abc5314629,18828515
979,拉啦啦啦啦啦啦啦啦啦,zvn2060,18738799
981,啦哩哩哩啦,leo5205298,18731033
983,拉哩哩哩哩拉,qwezxc999,18733470
985,二連發！,finesam104,18731121
986,啦哩哩呀,yoyo961026,18733555
986,啦啦啦啦啦,tyler80701,18746796
990,一天啦兩次,dog813065,18731178
995,啦 啦啦啦啦啦,davidddd,19385688
997,拉 哩拉 拉哩哩拉,ray890322,18736823
997,啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦,pongjohn,19520799
1000,半夜真安靜,ghg50315031,18731127
1000,小叮噹,kiss49303102,18743011
1000,呀比簽到,yabi15899357,18764747
1001,拉哩哩哩拉~~~~~,v1010748,18731496
1001,ㄌ拉拉拉拉拉拉哩哩哩拉拉拉拉拉,zzz25414979,18731890
1002,啦哩啦哩拉哩哩ㄌ啦,NorthRiver0,18734536
1004,喇舌喇舌拉拉拉拉拉,je7926,19039584
1005,拉,m108390011,18731027
1009,這年代還有人空降嗎???給我聽完拉拉拉!!!,heartbeak,18731802
1009,啦啦啦啦啦啦啦,wizards251,18736097
1009,向艾主席敬禮,cody900708,18736500
1010,拉拉拉拉,sunwitch,18785607
1012,什麼早8啦 都給我嗨起來,CHT528990,18732219
1012,拉拉拉拉拉拉拉拉拉拉,sin510067,18737421
1014,啦啦啦啦啦啦啦啦啦啦,z9ha45pt26xo,18769547
1015,欸真的欸op越來越多顏色了,lee29447301,18735800
1015,色彩繽紛呢,Ciaoan051019,18770981
1017,0327,OxterryxO,18805786
1018,簽,sorugamu,18731049
1022,拉拉拉拉拉拉拉拉拉拉拉拉,tp6rmp4cj,18808163
1030,國會男看這邊,JGod8787,18731997
1032,拉拉拉(2/2),wuandy303,18731541
1040,太精彩了,willie0925,18731492
1045,啦幾啦幾啦幾,daffy1223,19252280
1049,藝術就是爆炸！,hhggggg1826,18747295
1059,啦啦啦啦啦啦啦啦啦,yagerzy,18906191
1065,拉拉拉拉拉哩哩拉,muuu1303,18741102
1075,但,Nth03041234,18736222
1075,拉拉拉拉拉拉拉拉拉拉,scott0717,18974917
1080,啦啦啦啦啦啦啦啦啦啦,boss13800576,18732756
1081,翹課啦!!!,bonnie940710,18734985
1089,啦啦啦啦啦啦啦啦～,k20050819,19309315
1095,空降是什麼意思啊？,J1951gtudjsk,18956785
1098,兵長,Susan980629,18744576
1099,拉哩哩哩拉,dgf763519,18736564
1100,嗨起來（x）起來嗨（o）,u10111038,18739837
1102,這邊的畫面不適都是皮克嗎?什麼時候改的,zackhuang96,18735167
1104,太痛苦了真的看到胃痛,kfj5555,19075677
1105,全都給我啦起來！！！！！,ray74123,18744895
1111,2021/3/22 02:42 簽,Cafe1029,18731491
1112,嗨起來,M20060812,19273868
1115,兵長我來了！！！！！,Yuyiiii107,18829748
1126,拉拉拉哩哩哩,wish6758,18754488
1145,簽,justinechuo0,18734558
1149,啦啦哩哩哩啦啦,knight0120,18748310
1149,顏色越來越鮮豔,asdfg33,18794603
1160,啦啦啦啦啦,boss13800576,18732759
1162,連二拉,as20236917,18731296
1164,This  is  my  蕾絲襪,Nezuko168042,18735754
1170,..........,Qsa8787887,18791095
1172,大聲拉起來！！,kuo78925,18758099
1173,⁽⁽◝( •௰• )◜⁾⁾,Avenziker96,18829153
1175,簽簽簽,alice881001,18735077
1180,死胖子起來嗨,ivy567567,18900908
1190,啦啦啦啦啦哩啦啦哩哩哩啦,charlie0722,18766102
1190,啦啦啦啦啦哩啦啦哩哩哩啦~,charlie0722,18766103
1197,啦啦啦啦啦啦啦啦ㄚ,hsintu,18814871
1197,可悲的台灣小孩子...完全活在謊言裡,PainDola,18947254
1201,新畫面,jupiter313,18756317
1205,每週行軍(2/2),Xiang880930,18736168
1205,雷絲襪三小啦,bles1234,18741800
1208,拉拉拉哩拉拉,muuu1303,18741109
1209,拉哩拉哩哩哩哩拉,wasdjk0304,18737569
1220,明天就可以載天堂2m來玩啦,ouwei7128,18732525
1221,( /^ω^)/♪♪,Avenziker96,18829157
1224,誰敢空降 通通打下來,night60628,18739514
1229,啦哩啦啦啦啦哩哩啦,HTD0325,18897359
1232,啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦,pongjohn,19520807
1235,德意的一天（2/1）,Hong20,18731422
1238,拉拉拉拉拉,bao1127,18848775
1239,一天啦兩次也太爽了八,qaz980821,18732340
1248,ggbnn,TURBOV006,18781827
1249,拉拉拉拉拉拉拉拉拉拉拉拉拉ㄌ拉ㄚ,KGPSOEROG,18742715
1257,666,skelen777,18731100
1260,啦哩啦哩啦哩哩啦,Dorina93,18744536
1269,拉拉拉拉哩哩哩哩拉拉,davidddd,19385695
1270,拉兩次,kila0711,18732229
1272,啦啦啦阿拉蕾,Susan980629,18744589
1281,喇西喇西喇西喇西喇西喇西喇西喇西,PGONE5527,18731937
1290,2021/3/22 Am8:13,B0979573571,18734336
1306,拉哩拉拉哩哩哩拉,dgf763519,18736577
1310,盧欸,Luyang0907,18733308
1312,等一下一定又有人問 色彩是不是變濃了,wuandy303,18731560
1335,"德意的一天(1/1) (X
德意的一天(2/1)  (O",bgm908653159,18731468
1339,16集就結束囉？,masakymix,18731390
1340,好耶,koug567,18731173
1344,等到睡覺，起來立刻看,satanicii,18734616
1345,色彩是不是變濃了?,x159264873,18732349
1349,我要看到血流成河,taylor951,18764066
1354,好棒喔2點半了,xx13071312,18731150
1354,笑死,lee29447301,18735805
1355,萊納你坐啊,Yuyiiii107,18829755
1361,拉哩～～～～～～～～～～～～,Qooh2021,18738357
1362,硬啊,alanrock0924,18739448
1369,眼色越來越鮮豔了,asdfg33,18794606
1373,色彩是不是變濃了,Will00,18797921
1383,德意的一天(2/1),ldwangkimo2,18732469
1392,lalalalalalala,fredbrad,18737486
1407,進巨爛尾嗎??哭哭,Lukuiyi,18744639
1410,顏射顏射恩 啦啦啦 啦啥小 啦林阿母,X10070,18742741
1412,拉兩次真的讚爆,Phoebetseng,18735949
1419,簽,asdzxc2988,18742614
1422,ㄠㄟㄠㄠㄠㄠ,billy940423,18757640
1422,來吸來吸來吸來吸來吸,isawxpdso,18894026
1435,兵(卒)長(逝),j007110143,18746811
1440,一天看兩集真過癮,boss13800576,18732767
1440,全體起立!!!!!!!!!!!!!,arazer1224,18733134
1452,1111,rui749450,18730889
1454,空降失敗...,tp6rmp4cj,18808173
1458,拉拉拉拉拉拉拉拉拉拉拉拉拉拉拉拉拉拉拉,GINOWO,18936717
1470,一次拉完,yo950719,18739987
1472,覆滅之後!,ndsl619,18744403
1475,國軍徵兵看這裡別錯過,silverknief,18732384
1476,涅槃重生！！,yungchunhsu,18931847
1485,其實我很喜歡吉克的故事,shenyufeng,18735037
1485,無限內射,ew501103,18749490
1486,涅槃重生!,ndsl619,18744414
1493,一直拉一直爽,lighter1614,18742874
1497,真確之敵!,ndsl619,18744419
1498,拉拉哩哩拉,wizzle0503,18741574
1505,寒假的回憶歌,boss13800576,18732774
1507,下一集 第四季 動畫最終回????,hank20243w,18733263
1507,666,asdzxc2988,18742619
1512,全體敬禮,emma0731,18740879
1514, 這一句很有可能是伏筆,vs246810,18738012
1518,好讚,sanbo,18801194
1522,拉拉拉拉拉哩拉,kila0711,18732239
1524,感謝空降部隊,zheweixu,18732474
1530,you,web6037,18734665
