time,text,userid,danmu_sn
0,簽,penny950103,18038413
0,簽,dolphin128,18043085
0,這火也太屌,adai0624,18043998
0,簽,eli970725,18045491
0,嗨,Sdh46j,18046868
0,簽簽~,ananas,18048333
0,簽啦！哪次不簽,asd69960321,18062362
0,愛愛,shihweiweii,18065593
0,簽,n20050711,18160860
0,簽,eli970725,18169457
6,簽,Wiiliu0705,18044178
7,簽,squirrel123,18042536
7,簽爆,d2547896310,18156461
8,簽,n126809845,18048541
9,簽,night1144,18040128
9,頭,a95a,18087969
9,簽,a95a,18087982
9,間桐,a95a,18087992
9,頭ㄟ,a95a,18087995
10,頭香 讚啦！,guoliangfu,18038404
10,追到五點再睡一小時去上班也是很正常的啦,FUC65284,18043513
10,簽,terry94322,18053034
10,我來二刷了~~~~~,jyic888,18070497
10,簽,ivyfwerxa,19012143
11,簽,qw47704020,18161419
13,簽,tank333,18039456
17,簽,dalala555,18038948
17,簽啦！哪次不簽,OxterryxO,18183093
19,簽,r9407027,18070801
19,簽,nt3u4kk123,19525618
20,簽,BreadlyMIKU,18052935
24,體感預告 3分鐘。。。,s0985374652,18047531
24,嗚嗚嗚還我莎夏,ggohovvowoas,18317263
25,經費在燃燒,cover543,18044293
25,簽,J2006,18046821
25,我還是希望莎夏回來,yunyunmmy,18982474
26,簽,a4793786,18046271
27,簽,Aaaa1211212,18038589
29,簽,DumDum123,18054291
30,簽啊,asdfghj12374,18038521
30,簽,fairy1999107,18632214
31,簽,du881123,18043080
32,簽,a26262581,18219884
33,210215 神作簽到,POWER40201,18158089
34,簽簽,s83525062,18039915
36,簽,B612with,18043600
40,來了來了QQ,angel31034,18038755
40,簽啦,Cutesunny127,18039522
40,簽啦,Sans94871,18047676
41,簽啦！！！！！！！！！！！！！！！！,Johnson414,18039759
41,簽,s960215,18040596
42,簽,ga167639,18042231
42,簽,asdzxc2988,18047444
45,簽,angie1213,18048617
45,簽啊,vivi99110,18096164
47,簽,auigl88522,18060055
48,簽,A99587,18071490
50,萊納你坐阿,daniel111121,18046302
50,簽,Shurong0521,18054763
50,來了！！！！,ruby201067a,18293900
52,簽阿~!,killerblack,18043614
54,千,christmas88,18284503
55,簽,sym11011059,18038457
55,簽 2021/02/08,yashiro03,18040580
55,簽,JimmyChen111,18041480
55,果然遺傳了被吃掉的人的性格,Safina,18051822
55,累啊 3:11,d9191928ah,18054376
55,2021/02/09 首刷吃晚餐簽到 OwO,pkpk440666,18065907
56,簽,mengshu0523,18040191
58,簽,hururu,18247247
60,莎夏還來啦QQQQQ,Yuyiiii107,18810129
62,二刷,taylor951,18068776
62,安安,Petruzzi1007,18526044
63,莎夏 嗚嗚,colbu11,18092471
64,簽啦哪次不簽,ax39732389,18048611
65,簽,B12357,18040195
65,簽,lazy567567,18052549
65,簽,Linustien,18061327
68,簽,WayneKaga,18044305
68,簽,S1412,18051238
72,簽啦哪次不簽,ax39732389,18182446
79,簽,candy890717,18045582
79,2刷,d86004213,18047579
80,莎夏qq,tususan0620,18955956
83,簽,Bellechiu072,18041931
84,太棒拉  等到快要...,s83525062,18039926
90,簽到,rr0627,18051200
92,彈幕有夠髒,zongyu1007,18058476
97,ohhhhhhhhh,FengBuJue,18073677
97,簽,s23356511,18087129
98,簽,QwQooplk,18059984
98,簽,mkps101058,18210035
99,簽,scott0717,18046105
100,簽啦,yule0515,18039928
100,賽高！！,ryh20011005,18106085
102,簽啦！！！,Dino112358ww,18051532
103,簽,a9501010111,18038358
105,簽,Kc0818,18038826
107,簽,Zha1324578,18042913
110,簽,king9009,18039548
110,亞妮😍😍🥰,Linustien,18061333
110,簽,roy0129511,18425546
111,簽,a5577882,18085274
114,01:10再看一集就去睡，我保證,Khbl,18981610
115,神奇海螺,WANG0612,18040949
115,簽啦,zx11270210,18076870
120,簽,csp510,18715146
123,假幣必須死,nba0123654,18054363
124,哈囉,YoniHuang,18038806
125,TUNA新年快樂^_^,sheep123321,18050934
130,2,Eddie199802,18041395
130,要欣賞這集要關彈幕喔,gamania6503,18046067
131,簽,a777888900,18078609
134,簽到 二刷啦,wendy940714,18044645
136,簽,Nianen18,18040505
140,簽,alexbrian914,18062431
140,Hi,Robertwu0617,18213046
145,二刷彈幕開起來,confiabro,18066544
149,神奇海螺,snake101908,18044201
150,簽簽簽,knight0120,18047943
157,敏妮~~~~~~~~~,ruuby,18042202
159,2:40 簽,lin20811,18040562
165,我愛邱椀聆,chzxc820129,18049133
165,阿爾敏好好看,bnzg1239,19197240
169,阿爾敏好正,Aaaa1211212,18038600
169,簽,max666wang,18045317
169,聊天巨人,dn4158,18327115
175,癡漢來了,a1a1a1a5,18043858
175,簽,Brokei0925,18050770
180,簽,pwpqpwpq0201,18073419
180,完結後重刷,uhuio424,19221342
185,簽,ts95132,18067125
187,mike簽,Justin91411,18039093
187,簽 一刷,asd93054,18065267
189,簽,James520egg,18440600
192,二刷刷起來,Nianen18,18040993
194,菜頭來簽到,turnip51934,18628876
195,簽,xueyuen17,18054487
197,簽,kuanyu212,18063712
199,簽,h34261004520,18049876
200,簽,yucheng165,18039803
200,簽,lin20811,18040052
200,8.會太晚,l2393120,18055806
207,簽!,tw713648,18048936
208,簽簽,akayuki1221,18040361
210,三刷報到,dps96283,18057629
218,Yee,F91020530,18118154
221,簽,g0910463,18038906
230,2⋯2刷,woou66,18052603
239,我愛陳品樺 簽,morrisgo666,18038490
241,簽,seraphium,18156260
245,嗚嗚嗚沙夏,jupes2004,18073057
255,還我莎夏,ruby201067a,18658779
255,Fuck,As931229,19117159
260,二刷簽,robin1515kc,18110240
268,看到亞妮我一定硬了好喜歡😍,gary99295it,18040266
269,簽,s18113209,18044048
270,簽,Police0920,18083407
273,lalavidas,ErenMikasa99,18048570
275,簽,BTSBTS,18048231
301,白字說陳品樺的  我好像認識喔,rica891215,18066982
313,帽子真醜,rickp2929,18043167
335,好棒，三點了,b07504059,18041170
336,哈!,ueprag3f,18041543
357,簽爆,g0910463,18038911
366,前方高能,F91020530,18118172
378,叫機玩啊,max0900,18064349
378,土星的人生日乾我屁事,Jacky4781033,18449388
403,阿祿敏男神,Qboyyaaa,19136131
405,天竺鼠體感30分鐘好嗎?,wolf791113,18047238
420,裴圳凱,aa0107,18055695
425,。。。,Md1y,18068845
425,TatatataTttTatatatat,Sasagayo,19210040
444,hi銘緯,shrimps12,18047857
445,海盜船,janpy0418,18155795
447,137啥時發表啊？,ErenMikasa99,18048583
454,地震啦,dalala555,18038963
475,甲板上的你，怎看到船底的牠？,RinGovi,18076431
487,海嘯來了,dalala555,18038968
498,鐵達尼,conserve,19351582
504,媽的 賈碧,colbu11,18092478
507,鐵達尼號,SUULRI4515,18242093
509,帥之巨人,s0983760773,18058036
515,阿ㄍ馬,dorisyu0713,18723193
522,LOLQDVPDKG6DC 幫忙感恩,babypig0728,18063040
523,AAAAAAAAAAAAAAAAAAAAAAAAAAAAA,a3677071,18039469
529,EVA二號機,gfegher,18064601
530,空巴,pwpqpwpq0201,18073430
533,經常把惡魔掛在嘴邊不覺得很中二嗎？,gnokkong0505,18038740
534,啊kuma,A804max,18040773
539,庫爾迦,Hongwaiyang,18038988
540,誰叫你們攻打艾連的村莊,PDP9,18067261
540,"這比例根本亂畫..這不只15m,至少60m了",PainDola,18263996
543,一袋米扛幾樓,Aaaa1211212,18038625
551,梟,Aaaa1211212,18038643
551,海水浴+重訓,Laffey3896,18041293
558,二號機,sinevanish,18274359
564,在以前那種信奉各種神明的年代就還好啊,hanklmh,18048145
565,二號機！,Maxcheng1388,18189193
568,幹!飛碟~,ws0978218715,18038251
568,伊登一隻手就可以抬起以諾塔,wolf791113,18047259
574,飛行荷蘭人,skiski88,18197603
575,巨人抬棺材,A906260607,18039012
577,ㄞˊ,aaa940811,18053602
580,動作指導：梟🦉,ivy24242005,18049180
581,長榮航運,zx0124578963,18850258
584,主席好帥,DianOUO,18180214
590,上次是石頭賭大門,vivi99110,18096181
592,二號機,rex31719,18041620
596,飛船,dalala555,18038978
604,阿ㄎ馬,mark199225,19008301
605,長榮整艘被扛走,conserve,19351587
606,進擊最愛扛船了,a102230000,18170749
608,今晚我想來點 船船尬叔叔,judyjuccc,18050233
609,進步了，軍艦應該比那顆石頭重,cover543,18044323
613,扛轎少年團,hiro19951154,18046532
613,叮咚！您訂的船艦到貨囉！,darren15943,18048790
615,看前面的甲板，那艘船內部是木造的,FGH52368,18045876
618,作者到底有沒有見過輪船??,PainDola,18264004
620,巨人宅急便,s0983760773,18058045
620,說船內部是木頭 對造船術與結構完全不懂吧,zz890221,18185004
623,輪船光浮在水面上的高度就有10幾層樓高了,PainDola,18264014
627, 主席我愛你,taylor951,18068819
630,這個比當初的石頭重很多吧,Kiva0904,18038416
634,EVA 2號機,wjongmatch,18038791
635,史密斯飛船來啦,kevin5242,18053994
635,扛下去扛下去,ckyar0713,18749876
639,哥吉蓮,CMAJ2018,18756104
649,主席好猛,peijuchen,18507495
659,牛牛牛,knight0120,18047964
667,十里山路不換肩,moon8804058,18048643
670,漢吉好可愛,sakana0216,18824388
672,主席搬家公司www,J27164247,18045459
685,比堵門大石頭還輕吧,tiger1944,18041710
685,非戰鬥用的調查船噸位應該很輕,tiger1944,18041711
693,依照這比例進擊巨人至少100m高,PainDola,18264031
705,主席牌搬家公司(゜▽゜),ivy24242005,18049206
709,物理登陸,plus7,18054498
716,這種大小噸位也至少有2000-4000,zz890221,18185037
719,百鬼好阿,a269100012,18049101
720,漢吉日常,zilla32256,18053820
725,超可愛我ㄉ天,Aaaa1211212,18038651
725,這什麼偶像演唱會般的出場,kazuitsu,18041449
725,漢吉超可愛!!!!,Ciaociao0129,18051766
730,。。。,zx790601,18048976
733,搬家公司的哈哈哈哈哈,knight0120,18047967
734,石頭是實心 船要還要能浮在水上,calee0219,18052359
736,真心覺得聲優超厲害,kururu9rr,18043063
745,漢吉好可愛，跟想像中的配音一模一樣,ninaning0329,18152523
747,躲在水裡多久了,okuku321,18038691
751,韓吉可愛,bluepooh713,18282154
752,wtf????,starting878,18039889
755,ㄦ,A12ba,18104023
755,漢吉導遊帶你遊玩帕拉迪島一日遊,Edgehu0718,18115834
758,漢吉XDDD,arisa1126,18056088
758,觀光船,qwer80592,18089091
760,我叫做番薯,hanklmh,18048201
760,還是最喜歡韓吉,thera724,18051853
762,漢吉XD,yashiro03,18040615
765,漢吉我愛你,Edgehu0718,18115843
772,朴姐啊wwww,lingpiangu,18151177
773,超可愛QAQ,itkjing0708,18043243
774,對不對啊尼克洛,ErenMikasa99,18048596
774,可愛,F91020530,18118220
775,這之艾蓮幾公尺啊?記得15?,leegun,18205631
786,XDDDD,meimofan,18645557
790,重訓喔,jj780629,18044451
790,漢吉 XD,a3300621,18093887
790,漢吉~~~~,a256821021,18486616
790,目前處在眼睛超紅腫但嘴巴微笑的奇妙表情,Perry0310,18696683
791,韓吉呀XDD,Shark1619,18062399
796,漢吉好可愛,m1314213,18162539
798,AAAAAAAAAAAAAA,a3677071,18039478
798,XDDDDD,b07504059,18041184
800,漢吉好可愛哈哈哈日常漢吉,fairy1999107,18632250
803,乾 有點可愛= =,r2000716,18691424
815,宅配到府,a22680712,19075337
817,韓吉可愛!!!!,IVY94522,18740436
820,ˎ₍•ʚ•₎ˏ漢吉親親!!!!!!!!!!!,joyce1999112,18041748
834,番薯?,tn00904213,18043036
835,"船上所有人:幹,肖ㄟ",IJ5552471,18046355
835,靠北望遠鏡看假的嗎,a38693094,18049033
837,最愛韓吉,bluepooh713,18282167
845,漢吉也太嗨了吧WWWWWW,Ciaociao0129,18051230
846,真的好懷念漢吉阿QQ,b07504059,18041199
855,毫無威嚴的團長,wang3706,18222424
855,真的好可愛,yuridia159,18384221
861,帕拉蒂都誒有夠瘦~~,Khbl,18985533
870,奇行種韓吉可愛（大心,zoe6032477,18049120
875,兵長的臉是發生什麼事,kiki8750,18047394
878,超可愛的漢吉WWWWWWW,Ciaociao0129,18051773
878,有梗,max0900,18064365
879,好懷念這個瘋瘋的漢吉QQQQ,Ciaociao0129,18093695
882,嗚哇這笑容,tc0312,18040779
885,快樂泉源韓吉桑,kazuitsu,18820323
888,好爽阿,max2202,18041700
901,嗨之團長韓吉,Q458828909,18104019
920,尼克洛:當時的我快嚇死了,Higray87TW,18083030
920,求尼柯洛心理陰影面積,Edgehu0718,18453628
922,笑死wwwww,Aaaa1211212,18038674
927,亂摸 我要開記者會,Cidda033,18047945
933,尼柯洛讓開 讓我來給漢吉抱抱,joyce1999112,18041764
934,韓吉你這樣抱別的男人，難怪兵長要拿刀(x,fan9714,18070356
940,朴璐美真的配的超好🤣🤣,fairy1999107,18632324
940,摸,asder99589,19261037
943,兵長放空???,Aneyka,18041322
952,韓吉抱抱+1,CMAJ2018,18756125
955, 超ㄎ一ㄤ 的優質個性,in30000,18051583
964,分隊長！他看起來很怕！,Shayisi,18099710
964,笑死我了 那個漢吉,all060588,18314586
986,分隊長！你的演技太爛了,Shayisi,18099718
1004,好久沒看到這麼多話的漢吉了QQ,Pixis,18554916
1011,幹~笑死,taylor951,18068856
1012,兵長超配合,bluepooh713,18282196
1025,懷念這時的韓吉QQ,bluepooh713,18282187
1050,你還真陪她演啊,kazuitsu,18048554
1053,幹我真的會被韓吉笑死www,Aaaa1211212,18038692
1058,。。。。。,tq996593661,18077328
1060,分隊長 妳太激動了（小莫表示,Edgehu0718,18453640
1062,這個抖音XD,kenchung20,18038975
1064,前面彈幕用小莫語氣qq,LinMu2025,18142288
1079,漢吉好嗨,yaya22,19523862
1080,里維帥爆,Linustien,18061362
