SN_Number,影片名稱,年份,集數,觀看人數,網址
73324,魯邦三世 PART4,2015/10,第26集,6萬,https://ani.gamer.com.tw/animeRef.php?sn=73324
69300,槍與假面舞會,2015/10,第12集,29.2萬,https://ani.gamer.com.tw/animeRef.php?sn=69300
75521,魔鬼戀人 第二季,2015/09,第12集,6萬,https://ani.gamer.com.tw/animeRef.php?sn=75521
112609,飆速宅男 劇場版,2015/08,第1集,8.6萬,https://ani.gamer.com.tw/animeRef.php?sn=112609
102036,手裏劍戰隊忍忍者 THE MOVIE 恐龍殿下的驚天忍法帖！,2015/08,第1集,37.4萬,https://ani.gamer.com.tw/animeRef.php?sn=102036
79364,劇場版 假面騎士 Drive SURPRISE FUTURE,2015/08,第1集,9791,https://ani.gamer.com.tw/animeRef.php?sn=79364
76922,超人力霸王 X,2015/07,第24集,4196,https://ani.gamer.com.tw/animeRef.php?sn=76922
71954,監獄學園,2015/07,第12集,最近搜尋,https://ani.gamer.com.tw/animeRef.php?sn=71954
71038,學園孤島,2015/07,第12集,熱門搜尋,https://ani.gamer.com.tw/animeRef.php?sn=71038
112618,我家有個魚乾妹,2015/07,第12集,66.5萬,https://ani.gamer.com.tw/animeRef.php?sn=112618
71848,純情羅曼史 3,2015/07,第12集,51.9萬,https://ani.gamer.com.tw/animeRef.php?sn=71848
71555,空戰魔導士培訓生的教官,2015/07,第12集,9.2萬,https://ani.gamer.com.tw/animeRef.php?sn=71555
75962,魔物娘的同居日常,2015/07,第12集,25.2萬,https://ani.gamer.com.tw/animeRef.php?sn=75962
75275,赤髮白雪姬,2015/07,第13集,40.2萬,https://ani.gamer.com.tw/animeRef.php?sn=75275
72814,噬神者,2015/07,第13集,98.8萬,https://ani.gamer.com.tw/animeRef.php?sn=72814
65059,新科學小飛俠 insight,2015/07,第13集,94.9萬,https://ani.gamer.com.tw/animeRef.php?sn=65059
112632,六花的勇者,2015/07,第12集,83.8萬,https://ani.gamer.com.tw/animeRef.php?sn=112632
112540,WORKING!!迷糊餐廳 第三季,2015/07,第15集,5.8萬,https://ani.gamer.com.tw/animeRef.php?sn=112540
74763,夏洛特,2015/07,第14集,5萬,https://ani.gamer.com.tw/animeRef.php?sn=74763
73149,無頭騎士異聞錄 DuRaRaRa!!×2 轉,2015/07,第12集,6.1萬,https://ani.gamer.com.tw/animeRef.php?sn=73149
112682,GATE 奇幻自衛隊,2015/07,第12集,135.8萬,https://ani.gamer.com.tw/animeRef.php?sn=112682
75414,潮與虎,2015/07,第39集,18.4萬,https://ani.gamer.com.tw/animeRef.php?sn=75414
75654,Chaos Dragon 赤龍戰役,2015/07,第12集,8.7萬,https://ani.gamer.com.tw/animeRef.php?sn=75654
68752,劇場版 進擊的巨人 後編 自由之翼,2015/06,第1集,145.6萬,https://ani.gamer.com.tw/animeRef.php?sn=68752
82573,愛波的異想世界,2015/06,第1集,6.7萬,https://ani.gamer.com.tw/animeRef.php?sn=82573
71163,Love Live! 學園偶像 電影,2015/06,第1集,8.7萬,https://ani.gamer.com.tw/animeRef.php?sn=71163
77916,你永遠是我的寶貝,2015/06,第1集,6352,https://ani.gamer.com.tw/animeRef.php?sn=77916
74321,劇場版 境界的彼方 未來篇,2015/04,第1集,7.3萬,https://ani.gamer.com.tw/animeRef.php?sn=74321
71573,七龍珠 Z 劇場版：復活的「F」,2015/04,第1集,1.6萬,https://ani.gamer.com.tw/animeRef.php?sn=71573
72490,絕命制裁 X,2015/04,第10集,5.4萬,https://ani.gamer.com.tw/animeRef.php?sn=72490
68467,Hello！！黃金拼圖,2015/04,第12集,6.9萬,https://ani.gamer.com.tw/animeRef.php?sn=68467
73934,境界之Rinne,2015/04,第25集,11.8萬,https://ani.gamer.com.tw/animeRef.php?sn=73934
71769,Fate/stay night [Unlimited Blade Works] 第二季,2015/04,第13集,16.6萬,https://ani.gamer.com.tw/animeRef.php?sn=71769
73570,在地下城尋求邂逅是否搞錯了什麼,2015/04,第14集,7.8萬,https://ani.gamer.com.tw/animeRef.php?sn=73570
68911,小長門有希的消失,2015/04,第16集,124.8萬,https://ani.gamer.com.tw/animeRef.php?sn=68911
69017,果然我的青春戀愛喜劇搞錯了。續,2015/04,第13集,最近搜尋,https://ani.gamer.com.tw/animeRef.php?sn=69017
74580,超級英雄大戰 GP 假面騎士 3 號,2015/03,第1集,熱門搜尋,https://ani.gamer.com.tw/animeRef.php?sn=74580
73984,劇場版 超人力霸王銀河 S 決戰！力霸王 10 勇士,2015/03,第1集,282.5萬,https://ani.gamer.com.tw/animeRef.php?sn=73984
71238,劇場版 境界的彼方 過去篇,2015/03,第1集,1.4萬,https://ani.gamer.com.tw/animeRef.php?sn=71238
112273,排球少年！！列夫前來拜見！,2015/03,第1集,9796,https://ani.gamer.com.tw/animeRef.php?sn=112273
68506,黑執事 幽鬼城殺人事件篇,2015/01,第5集,4.2萬,https://ani.gamer.com.tw/animeRef.php?sn=68506
102038,烈車戰隊特急者 VS 強龍者 THE MOVIE,2015/01,第1集,3.2萬,https://ani.gamer.com.tw/animeRef.php?sn=102038
112484,聖劍使的禁咒詠唱,2015/01,第12集,30.5萬,https://ani.gamer.com.tw/animeRef.php?sn=112484
64596,純潔的瑪利亞,2015/01,第12集,6017,https://ani.gamer.com.tw/animeRef.php?sn=64596
73016,少年好萊塢 第二季,2015/01,第13集,7.3萬,https://ani.gamer.com.tw/animeRef.php?sn=73016
68316,無頭騎士異聞錄 DuRaRaRa!!×2 承,2015/01,第12集,16萬,https://ani.gamer.com.tw/animeRef.php?sn=68316
72735,JOJO 的奇妙冒險 星塵遠征軍 埃及篇,2015/01,第24集,1.5萬,https://ani.gamer.com.tw/animeRef.php?sn=72735
71034,暗殺教室,2015/01,第22集,25.5萬,https://ani.gamer.com.tw/animeRef.php?sn=71034
71094,銃皇無盡的法夫納,2015/01,第12集,485.9萬,https://ani.gamer.com.tw/animeRef.php?sn=71094
70926,幸腹塗鴉,2015/01,第12集,249萬,https://ani.gamer.com.tw/animeRef.php?sn=70926
102857,超人力霸王勝利 超級戰鬥,2015/01,第1集,13.5萬,https://ani.gamer.com.tw/animeRef.php?sn=102857
68437,新妹魔王的契約者,2015/01,第12集,15.9萬,https://ani.gamer.com.tw/animeRef.php?sn=68437
64444,艦隊 Collection,2015/01,第12集,6329,https://ani.gamer.com.tw/animeRef.php?sn=64444
73014,美男高校地球防衛部LOVE!,2015/01,第12集,31.1萬,https://ani.gamer.com.tw/animeRef.php?sn=73014
72362,百合熊風暴,2015/01,第12集,23.9萬,https://ani.gamer.com.tw/animeRef.php?sn=72362
102007,達洋貓：穿越時空的奪色冒險,2015/01,第4集,6.9萬,https://ani.gamer.com.tw/animeRef.php?sn=102007
71233,名偵探柯南：江戶川柯南失蹤事件 ～史上最糟糕的兩天～,2014/12,第1集,5萬,https://ani.gamer.com.tw/animeRef.php?sn=71233
68751,劇場版 進擊的巨人 前編 紅蓮的弓矢,2014/11,第1集,2009,https://ani.gamer.com.tw/animeRef.php?sn=68751
107908,史努比 (2014),2014/11,第104集,4萬,https://ani.gamer.com.tw/animeRef.php?sn=107908
112644,四月是你的謊言,2014/10,第22集,12.1萬,https://ani.gamer.com.tw/animeRef.php?sn=112644
72058,白箱 SHIROBAKO,2014/10,第26集,5.1萬,https://ani.gamer.com.tw/animeRef.php?sn=72058
67670,TRINITY SEVEN 魔道書 7 使者,2014/10,第12集,14.5萬,https://ani.gamer.com.tw/animeRef.php?sn=67670
112531,飆速宅男 第二季,2014/10,第24集,49.8萬,https://ani.gamer.com.tw/animeRef.php?sn=112531
69746,我家浴室的二三事,2014/10,第13集,最近搜尋,https://ani.gamer.com.tw/animeRef.php?sn=69746
66580,巴哈姆特之怒 GENESIS,2014/10,第13集,熱門搜尋,https://ani.gamer.com.tw/animeRef.php?sn=66580
112572,假面騎士 Drive,2014/10,第48集,22.2萬,https://ani.gamer.com.tw/animeRef.php?sn=112572
112584,神偷怪盜 1412,2014/10,第24集,63.8萬,https://ani.gamer.com.tw/animeRef.php?sn=112584
71917,天使與龍的輪舞,2014/10,第25集,10萬,https://ani.gamer.com.tw/animeRef.php?sn=71917
67396,Fate/stay night [Unlimited Blade Works],2014/10,第13集,8.9萬,https://ani.gamer.com.tw/animeRef.php?sn=67396
66581,尋找失去的未來,2014/10,第12集,111.6萬,https://ani.gamer.com.tw/animeRef.php?sn=66581
87420,Aikatsu! 偶像學園！第3季,2014/10,第51集,141萬,https://ani.gamer.com.tw/animeRef.php?sn=87420
71309,烈車戰隊特急者 THE MOVIE Galaxy Line SOS,2014/07,第1集,25.5萬,https://ani.gamer.com.tw/animeRef.php?sn=71309
71308,劇場版 假面騎士 鎧武 足球大決戰！黃金的果實爭奪盃！,2014/07,第1集,14萬,https://ani.gamer.com.tw/animeRef.php?sn=71308
112594,超人力霸王銀河 S,2014/07,第16集,8770,https://ani.gamer.com.tw/animeRef.php?sn=112594
112422,K MISSING KINGS,2014/07,第1集,1.5萬,https://ani.gamer.com.tw/animeRef.php?sn=112422
40982,三坪房間的侵略者！？,2014/07,第12集,9293,https://ani.gamer.com.tw/animeRef.php?sn=40982
67071,黑執事 馬戲團篇,2014/07,第10集,1.3萬,https://ani.gamer.com.tw/animeRef.php?sn=67071
65037,前進吧！登山少女 第二季,2014/07,第24集,59萬,https://ani.gamer.com.tw/animeRef.php?sn=65037
112429,闇芝居 第二季,2014/07,第13集,42.2萬,https://ani.gamer.com.tw/animeRef.php?sn=112429
68520,戲劇性謀殺,2014/07,第12集,27萬,https://ani.gamer.com.tw/animeRef.php?sn=68520
68499,月刊少女野崎同學,2014/07,第12集,7.1萬,https://ani.gamer.com.tw/animeRef.php?sn=68499
67203,斬！赤紅之瞳,2014/07,第24集,14.1萬,https://ani.gamer.com.tw/animeRef.php?sn=67203
68309,少年好萊塢,2014/07,第13集,138.6萬,https://ani.gamer.com.tw/animeRef.php?sn=68309
66635,刀劍神域 Sword Art Online 第二季,2014/07,第24集,193.1萬,https://ani.gamer.com.tw/animeRef.php?sn=66635
68568,白銀的意志,2014/07,第24集,3萬,https://ani.gamer.com.tw/animeRef.php?sn=68568
67335,FREE! 男子游泳部 -Eternal Summer-,2014/07,第13集,602.7萬,https://ani.gamer.com.tw/animeRef.php?sn=67335
64979,天降之物 Final 永遠的我的鳥籠,2014/04,第1集,12.1萬,https://ani.gamer.com.tw/animeRef.php?sn=64979
66166,蠟筆小新：大對決！機器人爸爸的反擊！,2014/04,第1集,33.3萬,https://ani.gamer.com.tw/animeRef.php?sn=66166
65516,請問您今天要來點兔子嗎？,2014/04,第12集,3.9萬,https://ani.gamer.com.tw/animeRef.php?sn=65516
63284,NO GAME NO LIFE 遊戲人生,2014/04,第12集,6.2萬,https://ani.gamer.com.tw/animeRef.php?sn=63284
53540,漫畫家與助手,2014/04,第12集,70.2萬,https://ani.gamer.com.tw/animeRef.php?sn=53540
112638,一週的朋友。,2014/04,第12集,最近搜尋,https://ani.gamer.com.tw/animeRef.php?sn=112638
64622,魔法科高中的劣等生,2014/04,第26集,熱門搜尋,https://ani.gamer.com.tw/animeRef.php?sn=64622
64107,金色琴弦 Blue Sky,2014/04,第12集,3.8萬,https://ani.gamer.com.tw/animeRef.php?sn=64107
112600,蟲師 續章,2014/04,第21集,202.3萬,https://ani.gamer.com.tw/animeRef.php?sn=112600
64801,JOJO 的奇妙冒險 星塵遠征軍,2014/04,第24集,9.5萬,https://ani.gamer.com.tw/animeRef.php?sn=64801
62671,惡魔謎題,2014/04,第12集,6.6萬,https://ani.gamer.com.tw/animeRef.php?sn=62671
67635,平成騎士對昭和騎士 假面騎士大戰 feat. 超級戰隊,2014/03,第1集,509.8萬,https://ani.gamer.com.tw/animeRef.php?sn=67635
112444,Little Busters ! EX,2014/01,第8集,20.4萬,https://ani.gamer.com.tw/animeRef.php?sn=112444
112636,偶像大師 劇場版 前往光輝的另一端！,2014/01,第1集,3.9萬,https://ani.gamer.com.tw/animeRef.php?sn=112636
65250,獸電戰隊強龍者 VS Go Busters 恐龍大決戰！ 再見永遠的朋友啊,2014/01,第1集,2.3萬,https://ani.gamer.com.tw/animeRef.php?sn=65250
63560,WIZARD BARRISTERS～弁魔士賽希爾,2014/01,第12集,2957,https://ani.gamer.com.tw/animeRef.php?sn=63560
64348,銀之匙 第二季,2014/01,第11集,2萬,https://ani.gamer.com.tw/animeRef.php?sn=64348
63310,魔法戰爭,2014/01,第12集,8萬,https://ani.gamer.com.tw/animeRef.php?sn=63310
62707,鬼燈的冷徹,2014/01,第13集,65.2萬,https://ani.gamer.com.tw/animeRef.php?sn=62707
63959,流浪神差,2014/01,第12集,30.9萬,https://ani.gamer.com.tw/animeRef.php?sn=63959
42086,達洋貓,2014/01,第17集,117.5萬,https://ani.gamer.com.tw/animeRef.php?sn=42086
66639,刀劍神域 Extra Edition,2013/12,第1集,100.6萬,https://ani.gamer.com.tw/animeRef.php?sn=66639
60976,魔法少女小圓 新編 叛逆的物語,2013/10,第1集,1.1萬,https://ani.gamer.com.tw/animeRef.php?sn=60976
112625,寶可夢 XY,2013/10,第97集,32.7萬,https://ani.gamer.com.tw/animeRef.php?sn=112625
61840,蒼翼默示錄 Alter Memory,2013/10,第12集,10.2萬,https://ani.gamer.com.tw/animeRef.php?sn=61840
112530,飆速宅男,2013/10,第38集,14萬,https://ani.gamer.com.tw/animeRef.php?sn=112530
59825,機巧少女不會受傷,2013/10,第12集,8.8萬,https://ani.gamer.com.tw/animeRef.php?sn=59825
112617,假面騎士 鎧武,2013/10,第47集,28.6萬,https://ani.gamer.com.tw/animeRef.php?sn=112617
62725,MAGI 魔奇少年 第二季,2013/10,第25集,59.6萬,https://ani.gamer.com.tw/animeRef.php?sn=62725
61087,Little Busters ! ～Refrain～,2013/10,第13集,4.9萬,https://ani.gamer.com.tw/animeRef.php?sn=61087
112482,KILL la KILL,2013/10,第24集,72.6萬,https://ani.gamer.com.tw/animeRef.php?sn=112482
72012,Aikatsu! 偶像學園！第2季,2013/10,第51集,8.2萬,https://ani.gamer.com.tw/animeRef.php?sn=72012
61376,IS 〈Infinite Stratos〉第二季,2013/10,第13集,60.1萬,https://ani.gamer.com.tw/animeRef.php?sn=61376
57498,來自風平浪靜的明日,2013/10,第26集,最近搜尋,https://ani.gamer.com.tw/animeRef.php?sn=57498
61095,境界的彼方,2013/10,第12集,熱門搜尋,https://ani.gamer.com.tw/animeRef.php?sn=61095
63553,單色小姐,2013/10,第13集,102.7萬,https://ani.gamer.com.tw/animeRef.php?sn=63553
112582,劇場版 獸電戰隊強龍者 GABURINCHO OF MUSIC,2013/08,第1集,51.8萬,https://ani.gamer.com.tw/animeRef.php?sn=112582
112428,闇芝居,2013/07,第13集,6.5萬,https://ani.gamer.com.tw/animeRef.php?sn=112428
61305,新科學小飛俠,2013/07,第12集,2459,https://ani.gamer.com.tw/animeRef.php?sn=61305
59546,銀之匙,2013/07,第11集,15.6萬,https://ani.gamer.com.tw/animeRef.php?sn=59546
112517,超人力霸王銀河,2013/07,第12集,7.5萬,https://ani.gamer.com.tw/animeRef.php?sn=112517
47281,BLOOD LAD 血意少年,2013/07,第10集,82萬,https://ani.gamer.com.tw/animeRef.php?sn=47281
112595,SERVANT × SERVICE 迷糊公務員,2013/07,第13集,1.3萬,https://ani.gamer.com.tw/animeRef.php?sn=112595
61469,FREE! 男子游泳部,2013/07,第12集,26.7萬,https://ani.gamer.com.tw/animeRef.php?sn=61469
61678,王者天下 第二季,2013/06,第39集,4.1萬,https://ani.gamer.com.tw/animeRef.php?sn=61678
60062,假面騎士×超級戰隊×宇宙刑事 超級英雄大戰 Z,2013/04,第1集,43.6萬,https://ani.gamer.com.tw/animeRef.php?sn=60062
58442,魔法禁書目錄外傳 科學超電磁砲 第二季,2013/04,第24集,37.3萬,https://ani.gamer.com.tw/animeRef.php?sn=58442
59221,進擊的巨人,2013/04,第25集,1.4萬,https://ani.gamer.com.tw/animeRef.php?sn=59221
55155,我的妹妹哪有這麼可愛！第二季,2013/04,第16集,138.8萬,https://ani.gamer.com.tw/animeRef.php?sn=55155
53062,約會大作戰 DATE A LIVE,2013/04,第12集,439.5萬,https://ani.gamer.com.tw/animeRef.php?sn=53062
56805,果然我的青春戀愛喜劇搞錯了。,2013/04,第13集,59.5萬,https://ani.gamer.com.tw/animeRef.php?sn=56805
56821,七龍珠 Z 劇場版：神與神,2013/03,第1集,44.1萬,https://ani.gamer.com.tw/animeRef.php?sn=56821
52207,魔法禁書目錄 劇場版,2013/02,第1集,291.2萬,https://ani.gamer.com.tw/animeRef.php?sn=52207
80450,特命戰隊 Go Busters VS 海賊戰隊豪快者 THE MOVIE,2013/01,第1集,6.3萬,https://ani.gamer.com.tw/animeRef.php?sn=80450
112420,寶可夢超級願望 第三季,2013/01,第36集,9萬,https://ani.gamer.com.tw/animeRef.php?sn=112420
56380,花牌情緣 第二季,2013/01,第25集,1萬,https://ani.gamer.com.tw/animeRef.php?sn=56380
57195,AMNESIA 失憶症,2013/01,第12集,7.5萬,https://ani.gamer.com.tw/animeRef.php?sn=57195
54421,Love Live! 學園偶像計畫,2013/01,第13集,79.1萬,https://ani.gamer.com.tw/animeRef.php?sn=54421
56353,前進吧！登山少女,2013/01,第12集,7.7萬,https://ani.gamer.com.tw/animeRef.php?sn=56353
112581,假面騎士 × 假面騎士 Wizard & Fourze MOVIE 大戰 Ultimatum,2012/12,第1集,67.1萬,https://ani.gamer.com.tw/animeRef.php?sn=112581
56339,魔法少女小圓 後編 永遠的物語,2012/10,第1集,21.8萬,https://ani.gamer.com.tw/animeRef.php?sn=56339
57123,Aikatsu! 偶像學園！,2012/10,第50集,最近搜尋,https://ani.gamer.com.tw/animeRef.php?sn=57123
56518,MAGI 魔奇少年,2012/10,第25集,熱門搜尋,https://ani.gamer.com.tw/animeRef.php?sn=56518
55000,Little Busters !,2012/10,第26集,26.2萬,https://ani.gamer.com.tw/animeRef.php?sn=55000
52874,魔法少女小圓 前編 起始的物語,2012/10,第1集,59.5萬,https://ani.gamer.com.tw/animeRef.php?sn=52874
56768,JOJO 的奇妙冒險,2012/10,第26集,14萬,https://ani.gamer.com.tw/animeRef.php?sn=56768
55927,絕園的暴風雨,2012/10,第24集,4.3萬,https://ani.gamer.com.tw/animeRef.php?sn=55927
54809,K,2012/10,第13集,563.2萬,https://ani.gamer.com.tw/animeRef.php?sn=54809
112620,特命戰隊 Go Busters THE MOVIE 保護東京 Enetower!,2012/08,第1集,89.6萬,https://ani.gamer.com.tw/animeRef.php?sn=112620
112642,超人力霸王傑洛 FIGHT 劇場版,2012/08,第1集,43.6萬,https://ani.gamer.com.tw/animeRef.php?sn=112642
52206,刀劍神域 Sword Art Online,2012/07,第25集,統計中,https://ani.gamer.com.tw/animeRef.php?sn=52206
54244,聖靈家族,2012/07,第13集,1449,https://ani.gamer.com.tw/animeRef.php?sn=54244
112415,寶可夢超級願望 第二季,2012/06,第24集,750.6萬,https://ani.gamer.com.tw/animeRef.php?sn=112415
53052,王者天下,2012/06,第39集,18.2萬,https://ani.gamer.com.tw/animeRef.php?sn=53052
112597,血戰-C：The Last Dark,2012/06,第1集,6.2萬,https://ani.gamer.com.tw/animeRef.php?sn=112597
53316,冰菓,2012/04,第23集,40.7萬,https://ani.gamer.com.tw/animeRef.php?sn=53316
97912,假面騎士×超級戰隊 超級英雄大戰,2012/04,第1集,1.8萬,https://ani.gamer.com.tw/animeRef.php?sn=97912
52347,Fate/zero 第二季,2012/04,第12集,303.9萬,https://ani.gamer.com.tw/animeRef.php?sn=52347
52205,加速世界,2012/04,第24集,2.1萬,https://ani.gamer.com.tw/animeRef.php?sn=52205
112425,火影忍者 SD 李洛克的青春全力忍傳,2012/04,第51集,61萬,https://ani.gamer.com.tw/animeRef.php?sn=112425
52512,男子高校生的日常,2012/01,第12集,70.3萬,https://ani.gamer.com.tw/animeRef.php?sn=52512
112503,蘋果核戰 XIII 劇場版～預言～,2011/12,第1集,5.6萬,https://ani.gamer.com.tw/animeRef.php?sn=112503
112501,假面騎士 × 假面騎士 Fourze＆OOO MOVIE 大戰 MEGA MAX,2011/12,第1集,63.5萬,https://ani.gamer.com.tw/animeRef.php?sn=112501
40552,電影 K-ON！輕音部,2011/12,第1集,3729,https://ani.gamer.com.tw/animeRef.php?sn=40552
47821,Guilty Crown 罪惡王冠,2011/10,第22集,6482,https://ani.gamer.com.tw/animeRef.php?sn=47821
47618,花牌情緣,2011/10,第25集,6.5萬,https://ani.gamer.com.tw/animeRef.php?sn=47618
50007,獵人 Hunter x Hunter,2011/10,第148集,148.1萬,https://ani.gamer.com.tw/animeRef.php?sn=50007
112521,WORKING!!迷糊餐廳 第二季,2011/10,第13集,93.7萬,https://ani.gamer.com.tw/animeRef.php?sn=112521
42446,Fate/zero,2011/10,第13集,1054.5萬,https://ani.gamer.com.tw/animeRef.php?sn=42446
112633,螢火之森,2011/09,第1集,最近搜尋,https://ani.gamer.com.tw/animeRef.php?sn=112633
49866,假面騎士 FOURZE,2011/09,第48集,熱門搜尋,https://ani.gamer.com.tw/animeRef.php?sn=49866
112621,海賊戰隊豪快者 The Movie 飛天幽靈船,2011/08,第1集,7110,https://ani.gamer.com.tw/animeRef.php?sn=112621
42867,偶像大師,2011/07,第26集,17.5萬,https://ani.gamer.com.tw/animeRef.php?sn=42867
38232,鋼之鍊金術師 嘆息之丘的聖星,2011/07,第1集,1804,https://ani.gamer.com.tw/animeRef.php?sn=38232
112502,蘋果核戰 XIII 劇場版～遺言～,2011/06,第1集,35.7萬,https://ani.gamer.com.tw/animeRef.php?sn=112502
96517,超級戰隊 199 英雄大對決,2011/06,第1集,7.3萬,https://ani.gamer.com.tw/animeRef.php?sn=96517
41986,青之驅魔師,2011/04,第25集,3532,https://ani.gamer.com.tw/animeRef.php?sn=41986
39785,花開物語,2011/04,第26集,1.1萬,https://ani.gamer.com.tw/animeRef.php?sn=39785
112500,OOO・電王・All Riders Let's Go 假面騎士,2011/04,第1集,183.5萬,https://ani.gamer.com.tw/animeRef.php?sn=112500
38204,惡魔奶爸,2011/01,第60集,51萬,https://ani.gamer.com.tw/animeRef.php?sn=38204
41319,魔法少女小圓,2011/01,第12集,4808,https://ani.gamer.com.tw/animeRef.php?sn=41319
38104,IS 〈Infinite Stratos〉,2011/01,第13集,170.7萬,https://ani.gamer.com.tw/animeRef.php?sn=38104
47886,超人力霸王傑洛 THE MOVIE 超決戰！貝利亞銀河帝國,2010/12,第1集,62.5萬,https://ani.gamer.com.tw/animeRef.php?sn=47886
96518,假面騎士 OOO and W Feat Skull Movie 大戰 Core,2010/12,第1集,17萬,https://ani.gamer.com.tw/animeRef.php?sn=96518
80408,大耳查布 電影,2010/12,第1集,4348,https://ani.gamer.com.tw/animeRef.php?sn=80408
80434,超極銀河傳說外傳 超人力霸王ZERO VS 黑暗ZERO,2010/11,第1集,2.1萬,https://ani.gamer.com.tw/animeRef.php?sn=80434
37524,魔法禁書目錄 Ⅱ,2010/10,第24集,3267,https://ani.gamer.com.tw/animeRef.php?sn=37524
36603,我的妹妹哪有這麼可愛！,2010/10,第16集,2077,https://ani.gamer.com.tw/animeRef.php?sn=36603
38140,寶可夢超級願望,2010/09,第84集,163.7萬,https://ani.gamer.com.tw/animeRef.php?sn=38140
39385,假面騎士 OOO,2010/09,第48集,68.6萬,https://ani.gamer.com.tw/animeRef.php?sn=39385
33770,劇場版動畫 借來的100天,2010/08,第1集,25.6萬,https://ani.gamer.com.tw/animeRef.php?sn=33770
37290,天裝戰隊護星者 epic ON THE MOVIE,2010/08,第1集,61.7萬,https://ani.gamer.com.tw/animeRef.php?sn=37290
37289,假面騎士 FOREVER W - A to Z 命運的記憶體,2010/08,第1集,3.3萬,https://ani.gamer.com.tw/animeRef.php?sn=37289
112528,黑執事 II,2010/07,第18集,3633,https://ani.gamer.com.tw/animeRef.php?sn=112528
112604,假面騎士×假面騎士×假面騎士 THE MOVIE 超・電王 Trilogy EPISODE YELLOW,2010/06,第1集,2.3萬,https://ani.gamer.com.tw/animeRef.php?sn=112604
96519,重返再現！侍戰隊真劍者,2010/06,第1集,5萬,https://ani.gamer.com.tw/animeRef.php?sn=96519
112603,假面騎士×假面騎士×假面騎士 THE MOVIE 超・電王 Trilogy EPISODE BLUE,2010/06,第1集,2603,https://ani.gamer.com.tw/animeRef.php?sn=112603
112602,假面騎士×假面騎士×假面騎士 THE MOVIE 超・電王 Trilogy EPISODE RED,2010/05,第1集,最近搜尋,https://ani.gamer.com.tw/animeRef.php?sn=112602
30703,古城荊棘王,2010/05,第1集,熱門搜尋,https://ani.gamer.com.tw/animeRef.php?sn=30703
112520,WORKING!!迷糊餐廳,2010/04,第13集,2069,https://ani.gamer.com.tw/animeRef.php?sn=112520
28217,Angel Beats！,2010/04,第13集,4.7萬,https://ani.gamer.com.tw/animeRef.php?sn=28217
80447,侍戰隊 VS 炎神戰隊轟音者,2010/01,第1集,9.3萬,https://ani.gamer.com.tw/animeRef.php?sn=80447
30088,劇場版 命運 / 停駐之夜 UNLIMITED BLADE WORKS,2010/01,第1集,45.1萬,https://ani.gamer.com.tw/animeRef.php?sn=30088
112598,無頭騎士異聞錄 DuRaRaRa!!,2010/01,第26集,8277,https://ani.gamer.com.tw/animeRef.php?sn=112598
63491,大耳查布,2009/10,第26集,7.1萬,https://ani.gamer.com.tw/animeRef.php?sn=63491
29732,犬夜叉 完結篇,2009/10,第26集,5.9萬,https://ani.gamer.com.tw/animeRef.php?sn=29732
25700,魔法禁書目錄外傳 科學超電磁砲,2009/10,第24集,1.5萬,https://ani.gamer.com.tw/animeRef.php?sn=25700
31466,假面騎士 W,2009/09,第49集,25.7萬,https://ani.gamer.com.tw/animeRef.php?sn=31466
32837,超．假面騎士電王&Decade NEO世代 鬼島戰艦,2009/05,第1集,156.3萬,https://ani.gamer.com.tw/animeRef.php?sn=32837
112616,天元突破 紅蓮螺巖 螺巖篇,2009/04,第1集,62.7萬,https://ani.gamer.com.tw/animeRef.php?sn=112616
80448,炎神戰隊 VS 獸拳戰隊,2009/01,第1集,1.7萬,https://ani.gamer.com.tw/animeRef.php?sn=80448
112578,地獄少女 三鼎,2008/10,第26集,1.2萬,https://ani.gamer.com.tw/animeRef.php?sn=112578
27263,再會了假面騎士電王 最後的倒數計時,2008/10,第1集,5904,https://ani.gamer.com.tw/animeRef.php?sn=27263
718,魔法禁書目錄,2008/10,第24集,2.9萬,https://ani.gamer.com.tw/animeRef.php?sn=718
112527,黑執事,2008/10,第25集,1.8萬,https://ani.gamer.com.tw/animeRef.php?sn=112527
17962,虎與龍 TIGER×DRAGON!,2008/10,第25集,230.1萬,https://ani.gamer.com.tw/animeRef.php?sn=17962
112596,天元突破 紅蓮螺巖 紅蓮篇,2008/09,第1集,16.9萬,https://ani.gamer.com.tw/animeRef.php?sn=112596
80451,假面騎士牙 魔界城之王,2008/08,第1集,66.8萬,https://ani.gamer.com.tw/animeRef.php?sn=80451
80449,炎神戰隊轟音者劇場版,2008/08,第1集,1.1萬,https://ani.gamer.com.tw/animeRef.php?sn=80449
80453,獸拳戰隊激氣連者 VS 冒險者,2008/03,第1集,1萬,https://ani.gamer.com.tw/animeRef.php?sn=80453
96520,獸拳戰隊 香港大決戰,2007/08,第1集,3973,https://ani.gamer.com.tw/animeRef.php?sn=96520
80452,假面騎士電王 俺、誕生！,2007/08,第1集,7031,https://ani.gamer.com.tw/animeRef.php?sn=80452
112504,BACCANO！大騷動！,2007/07,第16集,3623,https://ani.gamer.com.tw/animeRef.php?sn=112504
27762,琴之森,2007/07,第1集,1.8萬,https://ani.gamer.com.tw/animeRef.php?sn=27762
112519,天元突破 紅蓮螺巖,2007/04,第27集,6.6萬,https://ani.gamer.com.tw/animeRef.php?sn=112519
