SN_Number,影片名稱,年份,集數,觀看人數,網址
110719,噴嚏大魔王 2020,2020/04,第20集,7.5萬,https://ani.gamer.com.tw/animeRef.php?sn=110719
108265,輝夜姬想讓人告白～天才們的戀愛頭腦戰～ 第二季,2020/04,第12集,8.7萬,https://ani.gamer.com.tw/animeRef.php?sn=108265
110243,座敷童子塌塌米醬,2020/04,第12集,6.1萬,https://ani.gamer.com.tw/animeRef.php?sn=110243
109284,食戟之靈 豪之皿,2020/04,第13集,705萬,https://ani.gamer.com.tw/animeRef.php?sn=109284
108566,ARGONAVIS from BanG Dream！,2020/04,第13集,7.3萬,https://ani.gamer.com.tw/animeRef.php?sn=108566
108352,魔神英雄傳 七魂的龍神丸,2020/04,第9集,最近搜尋,https://ani.gamer.com.tw/animeRef.php?sn=108352
108169,天晴爛漫！,2020/04,第13集,熱門搜尋,https://ani.gamer.com.tw/animeRef.php?sn=108169
109753,富豪刑警 Balance: UNLIMITED,2020/04,第11集,29.9萬,https://ani.gamer.com.tw/animeRef.php?sn=109753
108075,闇影詩章,2020/04,第51集,53.6萬,https://ani.gamer.com.tw/animeRef.php?sn=108075
105122,放學後堤防日誌,2020/04,第12集,107萬,https://ani.gamer.com.tw/animeRef.php?sn=105122
104514,魔法水果籃 第二季,2020/04,第25集,74.5萬,https://ani.gamer.com.tw/animeRef.php?sn=104514
103741,白貓 Project Zero Chronicle 零之紀元,2020/04,第12集,65.4萬,https://ani.gamer.com.tw/animeRef.php?sn=103741
108973,社長，戰鬥的時間到了！,2020/04,第12集,100.7萬,https://ani.gamer.com.tw/animeRef.php?sn=108973
108606,王者天下 第三季,2020/04,第4集,50.5萬,https://ani.gamer.com.tw/animeRef.php?sn=108606
106515,IDOLiSH7 - 偶像星願 - Second BEAT！,2020/04,第15集,52.2萬,https://ani.gamer.com.tw/animeRef.php?sn=106515
104303,繼怪怪守護神,2020/04,第12集,24.8萬,https://ani.gamer.com.tw/animeRef.php?sn=104303
104281,格萊普尼爾,2020/04,第13集,30.3萬,https://ani.gamer.com.tw/animeRef.php?sn=104281
111499,辣妹與恐龍 真人版,2020/04,第12集,81.5萬,https://ani.gamer.com.tw/animeRef.php?sn=111499
109037,小書痴的下剋上：為了成為圖書管理員不擇手段！第二季,2020/04,第12集,213.7萬,https://ani.gamer.com.tw/animeRef.php?sn=109037
107537,辣妹與恐龍,2020/04,第12集,24.8萬,https://ani.gamer.com.tw/animeRef.php?sn=107537
106728,阿爾蒂,2020/04,第12集,101.4萬,https://ani.gamer.com.tw/animeRef.php?sn=106728
105091,昨日之歌,2020/04,第18集,82.8萬,https://ani.gamer.com.tw/animeRef.php?sn=105091
102102,轉生成女性向遊戲只有毀滅 END 的壞人大小姐,2020/04,第12集,51.8萬,https://ani.gamer.com.tw/animeRef.php?sn=102102
109826,文豪與鍊金術師～審判的齒輪～,2020/04,第13集,82.8萬,https://ani.gamer.com.tw/animeRef.php?sn=109826
107694,新櫻花大戰,2020/04,第12集,121.3萬,https://ani.gamer.com.tw/animeRef.php?sn=107694
109025,隱瞞之事,2020/04,第12集,27.7萬,https://ani.gamer.com.tw/animeRef.php?sn=109025
106598,天地無用！魎皇鬼 第 5 期,2020/02,第5集,31.3萬,https://ani.gamer.com.tw/animeRef.php?sn=106598
112423,世界一初戀～求婚編～,2020/02,第1集,137.2萬,https://ani.gamer.com.tw/animeRef.php?sn=112423
112614,星光王子 舞台劇 Shiny Rose Stars,2020/02,第2集,6.9萬,https://ani.gamer.com.tw/animeRef.php?sn=112614
112583,星光王子 舞台劇 Over the Sunshine！,2020/02,第1集,4萬,https://ani.gamer.com.tw/animeRef.php?sn=112583
108371,ACCA13 區監察課 Regards,2020/02,第1集,1244,https://ani.gamer.com.tw/animeRef.php?sn=108371
104689,哥布林殺手 -GOBLIN’S CROWN-,2020/02,第1集,3885,https://ani.gamer.com.tw/animeRef.php?sn=104689
97713,BanG Dream！第三季,2020/01,第13集,5.1萬,https://ani.gamer.com.tw/animeRef.php?sn=97713
112278,排球少年！！陸 VS 空＆球之道,2020/01,第1集,最近搜尋,https://ani.gamer.com.tw/animeRef.php?sn=112278
106259,異世界四重奏 第二季,2020/01,第12集,熱門搜尋,https://ani.gamer.com.tw/animeRef.php?sn=106259
103844,A3!,2020/01,第24集,7.3萬,https://ani.gamer.com.tw/animeRef.php?sn=103844
109607,言靈少女,2020/01,第24集,115.2萬,https://ani.gamer.com.tw/animeRef.php?sn=109607
109573,異種族風俗娘評鑑指南,2020/01,第12集,24.8萬,https://ani.gamer.com.tw/animeRef.php?sn=109573
106826,22/7,2020/01,第13集,9.9萬,https://ani.gamer.com.tw/animeRef.php?sn=106826
106302,異種族風俗娘評鑑指南,2020/01,第12集,139.8萬,https://ani.gamer.com.tw/animeRef.php?sn=106302
103427,虛構推理,2020/01,第12集,40.8萬,https://ani.gamer.com.tw/animeRef.php?sn=103427
112534,星光王子 星光時尚秀 BEST10,2020/01,第1集,112.6萬,https://ani.gamer.com.tw/animeRef.php?sn=112534
107757,請在伸展台上微笑,2020/01,第12集,81.9萬,https://ani.gamer.com.tw/animeRef.php?sn=107757
106792,織田肉桂信長,2020/01,第12集,4722,https://ani.gamer.com.tw/animeRef.php?sn=106792
103114,排球少年！！第四季,2020/01,第13集,61.9萬,https://ani.gamer.com.tw/animeRef.php?sn=103114
108889,搖滾少女!! 活力棉花糖!!,2020/01,第12集,54.5萬,https://ani.gamer.com.tw/animeRef.php?sn=108889
108087,寶石商人理察的謎鑑定,2020/01,第12集,230.1萬,https://ani.gamer.com.tw/animeRef.php?sn=108087
106587,神推偶像登上武道館我就死而無憾,2020/01,第12集,10.6萬,https://ani.gamer.com.tw/animeRef.php?sn=106587
106365,貓娘樂園,2020/01,第12集,39.7萬,https://ani.gamer.com.tw/animeRef.php?sn=106365
106082,淘氣貓 2020：家有圓圓？！我家的圓圓你知道嗎～,2020/01,第11集,53.5萬,https://ani.gamer.com.tw/animeRef.php?sn=106082
104712,索瑪麗與森林之神,2020/01,第12集,83.7萬,https://ani.gamer.com.tw/animeRef.php?sn=104712
104523,地縛少年花子君,2020/01,第12集,17萬,https://ani.gamer.com.tw/animeRef.php?sn=104523
103611,〈Infinite Dendrogram〉-無盡連鎖-,2020/01,第13集,91.1萬,https://ani.gamer.com.tw/animeRef.php?sn=103611
107217,number24,2020/01,第13集,125.6萬,https://ani.gamer.com.tw/animeRef.php?sn=107217
102845,怕痛的我，把防禦力點滿就對了,2020/01,第12集,135.3萬,https://ani.gamer.com.tw/animeRef.php?sn=102845
95849,魔術士歐菲 流浪之旅,2020/01,第14集,21.6萬,https://ani.gamer.com.tw/animeRef.php?sn=95849
109401,房間露營,2020/01,第13集,531萬,https://ani.gamer.com.tw/animeRef.php?sn=109401
108032,成群結伴！西頓學園,2020/01,第12集,45.5萬,https://ani.gamer.com.tw/animeRef.php?sn=108032
105416,別對映像研出手！,2020/01,第12集,62.1萬,https://ani.gamer.com.tw/animeRef.php?sn=105416
100968,魔法紀錄 魔法少女小圓外傳,2020/01,第13集,82.9萬,https://ani.gamer.com.tw/animeRef.php?sn=100968
104191,戀愛中的小行星,2020/01,第13集,86萬,https://ani.gamer.com.tw/animeRef.php?sn=104191
102378,達爾文遊戲,2020/01,第13集,最近搜尋,https://ani.gamer.com.tw/animeRef.php?sn=102378
109286,Re：從零開始的異世界生活 新編集版,2020/01,第26集,熱門搜尋,https://ani.gamer.com.tw/animeRef.php?sn=109286
109326,少女前線 人形小劇場 - 狂亂篇,2019/12,第12集,311.4萬,https://ani.gamer.com.tw/animeRef.php?sn=109326
112440,假面騎士 令和時代的開端,2019/12,第1集,271.1萬,https://ani.gamer.com.tw/animeRef.php?sn=112440
112424,魯邦三世 過去的監獄,2019/11,第1集,18.9萬,https://ani.gamer.com.tw/animeRef.php?sn=112424
112417,時光沙漏 fragtime,2019/11,第1集,3.6萬,https://ani.gamer.com.tw/animeRef.php?sn=112417
112538,寶可夢旅途,2019/11,第36集,1.5萬,https://ani.gamer.com.tw/animeRef.php?sn=112538
112439,Re：從零開始的異世界生活 冰結之絆,2019/11,第1集,3.7萬,https://ani.gamer.com.tw/animeRef.php?sn=112439
94113,花牌情緣 第三季,2019/10,第25集,5萬,https://ani.gamer.com.tw/animeRef.php?sn=94113
112435,鬼滅之宴,2019/10,第1集,16.6萬,https://ani.gamer.com.tw/animeRef.php?sn=112435
106777,刀劍神域 Alicization War of Underworld,2019/10,第13集,78.5萬,https://ani.gamer.com.tw/animeRef.php?sn=106777
101997,美妙射擊部,2019/10,第13集,31.5萬,https://ani.gamer.com.tw/animeRef.php?sn=101997
112607,星光王子 舞台劇 Rose Party,2019/10,第1集,472.3萬,https://ani.gamer.com.tw/animeRef.php?sn=112607
101709,我的英雄學院 第四季,2019/10,第25集,28.2萬,https://ani.gamer.com.tw/animeRef.php?sn=101709
106077,食戟之靈 神之皿,2019/10,第12集,2147,https://ani.gamer.com.tw/animeRef.php?sn=106077
105253,廚神小當家,2019/10,第12集,641.3萬,https://ani.gamer.com.tw/animeRef.php?sn=105253
104526,非槍人生 NO GUNS LIFE,2019/10,第12集,170.3萬,https://ani.gamer.com.tw/animeRef.php?sn=104526
100626,星合之空,2019/10,第12集,74.2萬,https://ani.gamer.com.tw/animeRef.php?sn=100626
105050,七大罪 眾神的逆鱗,2019/10,第24集,77.1萬,https://ani.gamer.com.tw/animeRef.php?sn=105050
106990,神田川 JET GIRLS,2019/10,第14集,40.5萬,https://ani.gamer.com.tw/animeRef.php?sn=106990
94006,Z/X Code reunion,2019/10,第12集,222.3萬,https://ani.gamer.com.tw/animeRef.php?sn=94006
106640,夢幻之星 Online 2 Episode Oracle,2019/10,第26集,21.2萬,https://ani.gamer.com.tw/animeRef.php?sn=106640
101438,募戀英雄 PIECE OF TRUTH,2019/10,第12集,19.5萬,https://ani.gamer.com.tw/animeRef.php?sn=101438
112516,歌塑世界 -Songs Connection-,2019/10,第12集,44.3萬,https://ani.gamer.com.tw/animeRef.php?sn=112516
104724,非洲的動物上班族,2019/10,第12集,17.7萬,https://ani.gamer.com.tw/animeRef.php?sn=104724
104589,警視廳特務部特殊凶惡犯對策室第七課,2019/10,第14集,1.2萬,https://ani.gamer.com.tw/animeRef.php?sn=104589
107125,一弦定音！第二季,2019/10,第13集,106.7萬,https://ani.gamer.com.tw/animeRef.php?sn=107125
106392,我們真的學不來！第二季,2019/10,第13集,40.3萬,https://ani.gamer.com.tw/animeRef.php?sn=106392
104400,入間同學入魔了,2019/10,第23集,最近搜尋,https://ani.gamer.com.tw/animeRef.php?sn=104400
108006,少女前線 人形小劇場 - 治癒篇,2019/10,第12集,熱門搜尋,https://ani.gamer.com.tw/animeRef.php?sn=108006
107157,NULL & PETA,2019/10,第12集,409.8萬,https://ani.gamer.com.tw/animeRef.php?sn=107157
106807,廚病激發 BOY,2019/10,第12集,36.9萬,https://ani.gamer.com.tw/animeRef.php?sn=106807
92073,碧藍幻想 第二季,2019/10,第15集,5.1萬,https://ani.gamer.com.tw/animeRef.php?sn=92073
104419,超人高中生們即便在異世界也能從容生存！,2019/10,第12集,28.7萬,https://ani.gamer.com.tw/animeRef.php?sn=104419
107994,Radiant 虛空魔境 第二季,2019/10,第21集,56.3萬,https://ani.gamer.com.tw/animeRef.php?sn=107994
107886,浦島坂田船的日常,2019/10,第12集,75.2萬,https://ani.gamer.com.tw/animeRef.php?sn=107886
105524,放學後桌遊俱樂部,2019/10,第12集,38.5萬,https://ani.gamer.com.tw/animeRef.php?sn=105524
105434,這個勇者明明超 TUEEE 卻過度謹慎！,2019/10,第13集,6.5萬,https://ani.gamer.com.tw/animeRef.php?sn=105434
104329,小書痴的下剋上：為了成為圖書管理員不擇手段！,2019/10,第16集,42.4萬,https://ani.gamer.com.tw/animeRef.php?sn=104329
103489,萌獸寵物店,2019/10,第12集,454.5萬,https://ani.gamer.com.tw/animeRef.php?sn=103489
101857,喜歡本大爺的竟然就妳一個？,2019/10,第16集,157.3萬,https://ani.gamer.com.tw/animeRef.php?sn=101857
94202,籃球少年王,2019/10,第50集,247.2萬,https://ani.gamer.com.tw/animeRef.php?sn=94202
107629,香蕉喵 不可思議的夥伴們,2019/10,第13集,222.3萬,https://ani.gamer.com.tw/animeRef.php?sn=107629
101412,請問您今天要來點兔子嗎？～Sing For You～,2019/09,第1集,350.6萬,https://ani.gamer.com.tw/animeRef.php?sn=101412
106512,BanG Dream！FILM LIVE,2019/09,第1集,13.5萬,https://ani.gamer.com.tw/animeRef.php?sn=106512
112605,假面騎士 ZERO-ONE,2019/09,第46集,5.8萬,https://ani.gamer.com.tw/animeRef.php?sn=112605
108925,卡片戰鬥！！先導者 新右衛門篇,2019/08,第31集,5.8萬,https://ani.gamer.com.tw/animeRef.php?sn=108925
107158,機甲英雄 機鬥勇者,2019/08,第4集,17.6萬,https://ani.gamer.com.tw/animeRef.php?sn=107158
100033,Fate/Grand Order - 絕對魔獸戰線巴比倫尼亞 -,2019/08,第25集,2.5萬,https://ani.gamer.com.tw/animeRef.php?sn=100033
104436,TRY KNIGHTS,2019/07,第12集,3.5萬,https://ani.gamer.com.tw/animeRef.php?sn=104436
108327,假面騎士 劇場版 ZI-O Over Quartzer,2019/07,第1集,479.8萬,https://ani.gamer.com.tw/animeRef.php?sn=108327
102116,普通攻擊是全體二連擊，這樣的媽媽你喜歡嗎？,2019/07,第13集,9萬,https://ani.gamer.com.tw/animeRef.php?sn=102116
101853,科學一方通行,2019/07,第12集,3.2萬,https://ani.gamer.com.tw/animeRef.php?sn=101853
94033,在地下城尋求邂逅是否搞錯了什麼 第二季,2019/07,第13集,221.2萬,https://ani.gamer.com.tw/animeRef.php?sn=94033
104451,GIVEN 被贈與的未來,2019/07,第11集,125.7萬,https://ani.gamer.com.tw/animeRef.php?sn=104451
104072,只要長得可愛，即使是變態你也喜歡嗎？,2019/07,第12集,443.1萬,https://ani.gamer.com.tw/animeRef.php?sn=104072
103211,COP CRAFT,2019/07,第13集,最近搜尋,https://ani.gamer.com.tw/animeRef.php?sn=103211
103193,胡蝶綺～少年信長～,2019/07,第12集,熱門搜尋,https://ani.gamer.com.tw/animeRef.php?sn=103193
112434,闇芝居 第七季,2019/07,第13集,94.6萬,https://ani.gamer.com.tw/animeRef.php?sn=112434
103847,妖怪人類貝姆（BEM）,2019/07,第12集,21.1萬,https://ani.gamer.com.tw/animeRef.php?sn=103847
103215,艾梅洛閣下 II 世事件簿 -魔眼蒐集列車 Grace note-,2019/07,第14集,5.1萬,https://ani.gamer.com.tw/animeRef.php?sn=103215
99334,Re：Stage！Dream days♪,2019/07,第12集,39.6萬,https://ani.gamer.com.tw/animeRef.php?sn=99334
97962,實況主的逃脫遊戲【直播中】,2019/07,第13集,210.5萬,https://ani.gamer.com.tw/animeRef.php?sn=97962
82778,偶像夢幻祭,2019/07,第25集,21.4萬,https://ani.gamer.com.tw/animeRef.php?sn=82778
105309,超人力霸王 TAIGA,2019/07,第25集,170.7萬,https://ani.gamer.com.tw/animeRef.php?sn=105309
102741,騷亂時節的少女們。,2019/07,第12集,56.9萬,https://ani.gamer.com.tw/animeRef.php?sn=102741
102494,Dr.STONE 新石紀,2019/07,第24集,28.8萬,https://ani.gamer.com.tw/animeRef.php?sn=102494
102289,女高中生的虛度日常,2019/07,第12集,107.9萬,https://ani.gamer.com.tw/animeRef.php?sn=102289
104065,為了女兒，我說不定連魔王都能幹掉。,2019/07,第12集,716萬,https://ani.gamer.com.tw/animeRef.php?sn=104065
103788,彼方的阿斯特拉,2019/07,第12集,184.2萬,https://ani.gamer.com.tw/animeRef.php?sn=103788
103449,流汗吧！健身少女,2019/07,第12集,211.3萬,https://ani.gamer.com.tw/animeRef.php?sn=103449
104214,你遭難了嗎？,2019/07,第12集,87.7萬,https://ani.gamer.com.tw/animeRef.php?sn=104214
102318,魔術學姐,2019/07,第12集,236.9萬,https://ani.gamer.com.tw/animeRef.php?sn=102318
112539,麵包超人劇場版 發光吧！冰淇淋王國的香草公主,2019/06,第1集,176.9萬,https://ani.gamer.com.tw/animeRef.php?sn=112539
101403,青春豬頭少年不會夢到懷夢美少女,2019/06,第1集,129萬,https://ani.gamer.com.tw/animeRef.php?sn=101403
91971,魔法少女☆伊莉雅 百變嘉年華,2019/06,第1集,4207,https://ani.gamer.com.tw/animeRef.php?sn=91971
108812,卡片戰鬥！！先導者 續高校篇,2019/05,第14集,22.8萬,https://ani.gamer.com.tw/animeRef.php?sn=108812
103323,生日幻境,2019/04,第1集,8.2萬,https://ani.gamer.com.tw/animeRef.php?sn=103323
107785,香蕉怪大叔 呐呐~呐　驚奇的洞穴國度,2019/04,第24集,3.4萬,https://ani.gamer.com.tw/animeRef.php?sn=107785
102782,請讓我撒嬌，仙狐大人！,2019/04,第12集,1.6萬,https://ani.gamer.com.tw/animeRef.php?sn=102782
99491,強襲魔女 501 部隊出動！,2019/04,第13集,8.7萬,https://ani.gamer.com.tw/animeRef.php?sn=99491
103554,高中女生,2019/04,第12集,39.4萬,https://ani.gamer.com.tw/animeRef.php?sn=103554
102935,信長老師的年幼妻子,2019/04,第12集,23.6萬,https://ani.gamer.com.tw/animeRef.php?sn=102935
100839,超可動女孩 1/6,2019/04,第12集,40.1萬,https://ani.gamer.com.tw/animeRef.php?sn=100839
98483,星光王子 KING OF PRISM -Shiny Seven Stars-,2019/04,第12集,最近搜尋,https://ani.gamer.com.tw/animeRef.php?sn=98483
112412,為什麼老師會在這裡！？,2019/04,第13集,熱門搜尋,https://ani.gamer.com.tw/animeRef.php?sn=112412
105063,秘密 X 戰士 幻影甜心,2019/04,第18集,10萬,https://ani.gamer.com.tw/animeRef.php?sn=105063
101716,為什麼老師會在這裡！？,2019/04,第13集,26.9萬,https://ani.gamer.com.tw/animeRef.php?sn=101716
100086,八月的棒球甜心,2019/04,第12集,3.9萬,https://ani.gamer.com.tw/animeRef.php?sn=100086
102280,一弦定音！,2019/04,第13集,203.6萬,https://ani.gamer.com.tw/animeRef.php?sn=102280
100539,我們真的學不來！,2019/04,第13集,28萬,https://ani.gamer.com.tw/animeRef.php?sn=100539
100174,MIX,2019/04,第24集,94.9萬,https://ani.gamer.com.tw/animeRef.php?sn=100174
98149,鬼滅之刃,2019/04,第26集,207.3萬,https://ani.gamer.com.tw/animeRef.php?sn=98149
102841,川柳少女,2019/04,第12集,55.8萬,https://ani.gamer.com.tw/animeRef.php?sn=102841
102799,滿腦都是○○的我沒辦法談戀愛,2019/04,第12集,2937.2萬,https://ani.gamer.com.tw/animeRef.php?sn=102799
102570,魔法水果籃,2019/04,第25集,75.8萬,https://ani.gamer.com.tw/animeRef.php?sn=102570
102099,LAIDBACKERS：勇者的尼特族生活,2019/04,第1集,190.1萬,https://ani.gamer.com.tw/animeRef.php?sn=102099
100813,一個人的○○小日子,2019/04,第12集,159.1萬,https://ani.gamer.com.tw/animeRef.php?sn=100813
112637,Aikatsu! 偶像學園！Friends 第二季,2019/04,第26集,1.8萬,https://ani.gamer.com.tw/animeRef.php?sn=112637
104357,戀愛幕末男友外傳-危機,2019/04,第12集,83.8萬,https://ani.gamer.com.tw/animeRef.php?sn=104357
102701,鑽石王牌 act2,2019/04,第52集,1.4萬,https://ani.gamer.com.tw/animeRef.php?sn=102701
85322,一拳超人 (第二季),2019/04,第13集,3.1萬,https://ani.gamer.com.tw/animeRef.php?sn=85322
112610,鬼滅之刃特別編集版：兄妹之絆,2019/03,第1集,493.2萬,https://ani.gamer.com.tw/animeRef.php?sn=112610
112640,阿松 劇場版,2019/03,第1集,744.3萬,https://ani.gamer.com.tw/animeRef.php?sn=112640
90117,灰色：幻影扳機 動畫版,2019/03,第1集,4.5萬,https://ani.gamer.com.tw/animeRef.php?sn=90117
112523,超人力霸王 R/B 劇場版 決定了！羈絆的水晶,2019/03,第1集,3612,https://ani.gamer.com.tw/animeRef.php?sn=112523
111399,薩爾瑪的心願,2019/03,第1集,3.9萬,https://ani.gamer.com.tw/animeRef.php?sn=111399
110700,PSYCHO-PASS 心靈判官 Sinners of the System Case.3 恩仇的彼方,2019/03,第1集,5562,https://ani.gamer.com.tw/animeRef.php?sn=110700
112575,大人的防具店 裏面,2019/03,第3集,4731,https://ani.gamer.com.tw/animeRef.php?sn=112575
112678,鬼滅之刃 鬼滅電台,2019/02,第8集,3.5萬,https://ani.gamer.com.tw/animeRef.php?sn=112678
101464,劇場版 王室教師海涅,2019/02,第1集,3.7萬,https://ani.gamer.com.tw/animeRef.php?sn=101464
110699,PSYCHO-PASS 心靈判官 Sinners of the System Case.2 First Guardian,2019/02,第1集,2.5萬,https://ani.gamer.com.tw/animeRef.php?sn=110699
102620,Fight League 交鋒聯盟,2019/02,第26集,最近搜尋,https://ani.gamer.com.tw/animeRef.php?sn=102620
95430,城市獵人劇場版 新宿 PRIVATE EYES,2019/02,第1集,熱門搜尋,https://ani.gamer.com.tw/animeRef.php?sn=95430
93316,幼女戰記 劇場版,2019/02,第1集,18.2萬,https://ani.gamer.com.tw/animeRef.php?sn=93316
103345,魯邦三世 再見了伙伴,2019/01,第1集,4.7萬,https://ani.gamer.com.tw/animeRef.php?sn=103345
101812,相對世界。明日終結？,2019/01,第1集,13.6萬,https://ani.gamer.com.tw/animeRef.php?sn=101812
94718,PSYCHO-PASS 心靈判官 Sinners of the System Case.1 罪與罰,2019/01,第1集,1萬,https://ani.gamer.com.tw/animeRef.php?sn=94718
79337,巴哈姆特之怒 -Manaria Friends-,2019/01,第10集,10萬,https://ani.gamer.com.tw/animeRef.php?sn=79337
112436,來自深淵 劇場版總集篇 後編：流浪之黃昏,2019/01,第1集,4.8萬,https://ani.gamer.com.tw/animeRef.php?sn=112436
112586,彼時彼女,2019/01,第12集,60.1萬,https://ani.gamer.com.tw/animeRef.php?sn=112586
101301,荒野的壽飛行隊,2019/01,第12集,4.6萬,https://ani.gamer.com.tw/animeRef.php?sn=101301
102578,百慕達三角～多彩田園曲～,2019/01,第12集,1萬,https://ani.gamer.com.tw/animeRef.php?sn=102578
99920,ENDRO！,2019/01,第12集,55.7萬,https://ani.gamer.com.tw/animeRef.php?sn=99920
98176,輝夜姬想讓人告白～天才們的戀愛頭腦戰～,2019/01,第12集,5.8萬,https://ani.gamer.com.tw/animeRef.php?sn=98176
99891,魔法少女特殊戰明日香,2019/01,第12集,61.7萬,https://ani.gamer.com.tw/animeRef.php?sn=99891
99780,B-PROJECT～絕頂＊Emotion～,2019/01,第12集,747.7萬,https://ani.gamer.com.tw/animeRef.php?sn=99780
99608,家有女友,2019/01,第12集,65.8萬,https://ani.gamer.com.tw/animeRef.php?sn=99608
92148,約會大作戰 DATE A LIVE 第三季,2019/01,第12集,15萬,https://ani.gamer.com.tw/animeRef.php?sn=92148
97790,約定的夢幻島,2019/01,第12集,178.7萬,https://ani.gamer.com.tw/animeRef.php?sn=97790
100317,同居人是貓,2019/01,第12集,164.2萬,https://ani.gamer.com.tw/animeRef.php?sn=100317
101498,動物朋友 2,2019/01,第12集,130.9萬,https://ani.gamer.com.tw/animeRef.php?sn=101498
